zone,grouping,group,model,n,mae,rmse,bias
BE,regime,negative,residual,330,17.559557787574402,47.457167536948816,4.208019104725074
BE,regime,upper95_train,nyx,1437,19.244681390534613,45.99921127922403,-9.396727238710078
BE,regime,upper95_train,storm,1437,17.546273213639523,45.14930884991648,-6.37453809881698
BE,regime,upper95_train,chronos,1437,19.368960981375654,46.62665178867272,-11.967899265276033
BE,regime,upper95_train,residual,1437,19.476307160507087,46.31980577133585,-10.050908941554145
BE,regime,upper99_train,nyx,388,39.81278318284768,84.41571483812785,-26.43618512327417
BE,regime,upper99_train,storm,388,33.088856466494846,82.7742681150849,-7.586651724226805
BE,regime,upper99_train,chronos,388,40.787884567889975,85.76713531619085,-30.429970611100348
BE,regime,upper99_train,residual,388,40.35739624634778,85.00788331244665,-27.212208278823695
DE,all,all,nyx,8759,11.120064611384294,22.07119154019599,-0.7124259897961159
DE,all,all,storm,8759,11.444472146820411,20.173936350219403,-1.7982954250485217
DE,all,all,chronos,8760,12.388564243020532,24.127269836772967,-0.8001150231557349
DE,all,all,residual,8760,11.208470891625591,22.299650658690624,-1.0054836813358674
DE,split,test,nyx,2160,13.068642471816073,28.652134760670922,-2.2759326427504214
DE,split,test,storm,2160,12.017347882407405,23.911409633045402,-4.412427456481482
DE,split,test,chronos,2160,15.028350466339678,31.389706801590588,-1.0597794683244497
DE,split,test,residual,2160,13.290648034105615,29.00143702037462,-2.6237587512601563
DE,split,train,nyx,4320,9.971356867903738,17.17928200756105,-0.2093423532143678
DE,split,train,storm,4320,10.529727872916666,16.591816971370605,0.7267525937499999
DE,split,train,chronos,4321,10.815437285253996,18.63826642825624,-1.65756908647166
DE,split,train,residual,4321,10.011707792324204,17.32641223169354,-0.49525182015107705
DE,split,validation,nyx,2279,11.45068737281622,23.124182636515506,-0.1841885784981138
DE,split,validation,storm,2279,12.635469810004388,22.371152046413098,-4.1070634168494955
DE,split,validation,chronos,2279,12.869276547601421,25.398001324498914,1.071729737332433
DE,split,validation,residual,2279,11.504087707915383,23.346597452438033,-0.4391114659532486
DE,hour,0,nyx,365,6.3967317537182256,8.799391722274787,-0.6219131654320968
DE,hour,0,storm,365,9.04872105479452,12.022722900359154,-3.8634366986301356
DE,hour,0,chronos,365,6.564456134952911,9.157725581991704,-0.08422795125882865
DE,hour,0,residual,365,6.351188970475496,8.843371491972368,-0.7601130033644378
DE,hour,1,nyx,365,6.143509953535944,8.647601213393644,-0.5638097825994203
DE,hour,1,storm,365,8.356323016438354,11.53920520900525,-3.9822486767123286
DE,hour,1,chronos,365,6.36661852860124,9.222113154590302,0.2589560555235981
DE,hour,1,residual,365,6.077998251501363,8.66834222187369,-0.44971699966460443
DE,hour,2,nyx,364,6.498287202140176,9.19845897757896,-0.8952187409386213
DE,hour,2,storm,364,8.293073354395606,11.236964040021515,-3.7499931016483514
DE,hour,2,chronos,365,6.686766112863202,9.874188020632339,0.07078332979385155
DE,hour,2,residual,365,6.36478114867647,9.145667001791585,-0.5932507777720155
DE,hour,3,nyx,365,6.811406798772639,9.690073061362954,-0.7429761215531552
DE,hour,3,storm,365,8.165697230136987,10.960135694179568,-3.5814165232876727
DE,hour,3,chronos,365,7.17258766195219,10.529433401672568,0.06994800766200147
DE,hour,3,residual,365,6.638674776574532,9.649790875107774,-0.5019975512623107
DE,hour,4,nyx,365,7.157416421969301,10.144575710807434,-0.14328478435477982
DE,hour,4,storm,365,7.9529442273972615,10.743328773451722,-3.3057522493150686
DE,hour,4,chronos,365,7.519444750224075,10.865826652716645,0.2637676420864989
DE,hour,4,residual,365,6.957063446785085,10.078276197864092,-0.10959578892872947
DE,hour,5,nyx,365,7.505104517769833,10.604489824233971,0.6537153116719808
DE,hour,5,storm,365,8.486902021917807,10.94765136134308,-3.198628690410959
DE,hour,5,chronos,365,7.727875770464335,11.117427330402046,0.7162236859047251
DE,hour,5,residual,365,7.337385939256906,10.529105739959675,0.3756155162861958
DE,hour,6,nyx,365,8.77097307600017,12.291945882879398,0.544717014967437
DE,hour,6,storm,365,9.34579668219178,12.275918337927914,-2.9830217945205475
