zone,grouping,group,model,n,mae,rmse,bias
FR,hour,9,storm,350,11.734492148571428,16.435611058497035,-4.296585937142857
FR,hour,9,chronos,350,13.211140020134282,17.41983173924894,-1.1126028855057142
FR,hour,9,residual,350,11.977828702178755,16.19900404472974,-1.2694698078189512
FR,hour,10,nyx,350,11.585042080153865,15.716910699821378,0.23493169096238983
FR,hour,10,storm,350,10.653511048571428,14.839794894129,-0.3620564600000002
FR,hour,10,chronos,350,12.917767618342857,17.176153449690304,0.8744078130857142
FR,hour,10,residual,350,11.73047405550245,15.851629528006809,-0.37753213576639455
FR,hour,11,nyx,350,11.453674701846822,16.480770458665553,-0.14176003736602166
FR,hour,11,storm,350,10.553343814285713,15.521186873400469,1.307092717142857
FR,hour,11,chronos,350,12.87011745777143,18.155261051069886,1.525019134
FR,hour,11,residual,350,11.648440360606294,16.901897918818626,-0.6845156139869361
FR,hour,12,nyx,350,12.345750209667738,23.321084988387096,-1.6708594263760148
FR,hour,12,storm,350,10.756687922857143,20.979152615635613,0.7589407228571425
FR,hour,12,chronos,350,13.517807912771426,25.56995457186312,1.0357042098571425
FR,hour,12,residual,350,12.596576236765555,23.75153739965568,-1.8517227677684434
FR,hour,13,nyx,350,12.71149263276489,33.449411690052955,1.6020357303458719
FR,hour,13,storm,350,12.995260014285716,31.513051406064058,5.592503791428571
FR,hour,13,chronos,350,14.44008455910286,36.13170314620209,5.217324898354286
FR,hour,13,residual,350,12.893278457216656,33.930029934864145,1.6450403213972482
