series,day,cutoff_time_utc,raw_timestamp,value
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 04:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 04:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 04:45:00+00:00,18.176
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 05:00:00+00:00,82.628
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 05:15:00+00:00,183.353
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 05:30:00+00:00,322.59
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 05:45:00+00:00,532.471
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 06:00:00+00:00,785.631
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 06:15:00+00:00,1143.194
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 06:30:00+00:00,1507.226
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 06:45:00+00:00,1912.854
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 07:00:00+00:00,2222.466
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 07:15:00+00:00,2676.205
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 07:30:00+00:00,3110.855
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 07:45:00+00:00,3282.817
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 08:00:00+00:00,3644.317
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 08:15:00+00:00,3985.653
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 08:30:00+00:00,4400.31
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 08:45:00+00:00,4654.134
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 09:00:00+00:00,4955.264
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 09:15:00+00:00,5198.716
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 09:30:00+00:00,5375.082
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 09:45:00+00:00,5535.818
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 10:00:00+00:00,5633.272
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 10:15:00+00:00,5806.123
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 10:30:00+00:00,5819.415
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 10:45:00+00:00,5986.471
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 11:00:00+00:00,6056.384
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 11:15:00+00:00,5927.461
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 11:30:00+00:00,5913.969
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 11:45:00+00:00,6075.528
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 12:00:00+00:00,5812.33
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 12:15:00+00:00,5990.53
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 12:30:00+00:00,5849.903
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 12:45:00+00:00,5693.319
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 13:00:00+00:00,5455.034
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 13:15:00+00:00,5231.299
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 13:30:00+00:00,4750.53
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 13:45:00+00:00,4572.947
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 14:00:00+00:00,4222.771
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 14:15:00+00:00,3928.569
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 14:30:00+00:00,3633.549
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 14:45:00+00:00,3278.78
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 15:00:00+00:00,2919.971
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 15:15:00+00:00,2564.573
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 15:30:00+00:00,2216.082
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 15:45:00+00:00,1885.925
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 16:00:00+00:00,1516.673
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 16:15:00+00:00,1266.531
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 16:30:00+00:00,1041.584
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 16:45:00+00:00,861.866
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 17:00:00+00:00,671.512
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 17:15:00+00:00,494.927
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 17:30:00+00:00,330.574
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 17:45:00+00:00,200.524
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 18:00:00+00:00,109.264
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 18:15:00+00:00,39.228
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 18:30:00+00:00,4.344
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 18:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 19:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 19:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 19:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 19:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 20:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 20:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 20:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 20:45:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 21:00:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 21:15:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 21:30:00+00:00,0.0
23259,2026-04-15,2026-04-14T06:00:00+00:00,2026-04-15 21:45:00+00:00,0.0
